"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-01-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"2231","강원특별자치도 속초시 장사동","집합","2*","미시령로2983번길","계획관리","숙박","25m미만","42.75"," ","800","","-","-","202301","09","지분","1982","-","직거래","-"
"2232","경기도 수원시 팔달구 인계동","집합","9**","경수대로507번길","제2종일반주거","업무","12m미만","82.00"," ","16,200","2","-","-","202301","09","","2020","-","직거래","-"
"2233","강원특별자치도 속초시 조양동","집합","1***","청호로","일반상업","제1종근린생활","25m이상","47.73"," ","39,350","2","-","-","202301","09","","2021","-","직거래","-"
"2234","강원특별자치도 속초시 조양동","집합","1***","청호로","일반상업","제1종근린생활","25m이상","59.59"," ","48,215","2","-","-","202301","09","","2021","-","직거래","-"
"2235","강원특별자치도 원주시 무실동","집합","1***","능라동길","준주거","제2종근린생활","25m미만","105.32"," ","20,000","2","-","-","202301","09","","2015","20230117","중개거래","강원 원주시"
"2236","제주특별자치도 제주시 이도이동","집합","1***","중앙로","일반상업","업무","25m이상","59.41"," ","33,700","2","-","-","202301","09","","2022","-","직거래","-"
"2237","경상남도 양산시 주진동","집합","6**","진등길","제2종일반주거","제2종근린생활","25m미만","27.30"," ","26,000","1","-","-","202301","09","","2016","-","직거래","-"
"2238","경기도 광주시 초월읍 지월리","일반","6*","산수로","보전관리","제1종근린생활","8m미만","250.00","1542.00","133,738","","-","-","202301","09","","2015","-","중개거래","경기 하남시"
"2239","경상남도 김해시 내동","집합","1***","내외중앙로","일반상업","제1종근린생활","25m이상","409.49"," ","65,000","8","-","-","202301","09","","2010","-","직거래","-"
"2240","경상남도 통영시 정량동","집합","1***","정동4길","일반상업","제1종근린생활","12m미만","40.50"," ","9,800","1","-","-","202301","09","","1989","-","직거래","-"
"2241","경기도 연천군 전곡읍 전곡리","일반","1**","평화로","자연녹지","제2종근린생활","25m미만","360.00","918.00","142,543","","-","-","202301","09","","2010","-","중개거래","경기 의정부시"
"2242","경상북도 영주시 영주동","일반","3**","번영로173번길","일반상업","숙박","12m미만","1495.41","914.40","205,000","","-","-","202301","09","","2004","-","직거래","-"
"2243","경상북도 구미시 공단동","집합","1**","수출대로3길","제2종일반주거","제2종근린생활","25m미만","115.70"," ","15,000","2","-","-","202301","09","","1983","-","직거래","-"
"2244","경상북도 구미시 봉곡동","집합","1*","도봉로","준주거","제1종근린생활","25m미만","371.90"," ","37,900","2","-","-","202301","09","","2006","-","중개거래","경북 구미시"
"2245","경상북도 구미시 원평동","집합","1***","금오시장로","일반상업","제1종근린생활","25m미만","17.75"," ","650","","-","-","202301","09","","1985","-","직거래","-"
"2246","경기도 가평군 상면 율길리","일반","7*","솔안길","계획관리","기타","8m미만","194.66","413.00","12,000","","-","-","202301","09","","2007","-","직거래","-"
"2247","경상북도 경주시 북군동","집합","1*","보문로","자연녹지","숙박","25m미만","37.13"," ","957","28","-","-","202301","09","지분","1994","-","직거래","-"
"2248","경상북도 경주시 북군동","집합","1*","보문로","자연녹지","숙박","25m미만","37.13"," ","957","28","-","-","202301","09","지분","1994","-","직거래","-"
"2249","경상북도 경주시 북군동","집합","1*","보문로","자연녹지","숙박","25m미만","74.25"," ","1,700","17","-","-","202301","09","지분","1994","-","직거래","-"
"2250","경상북도 경주시 북군동","집합","1*","보문로","자연녹지","숙박","25m미만","37.13"," ","957","28","-","-","202301","09","지분","1994","-","직거래","-"
"2251","경기도 양평군 옥천면 아신리","일반","3**","신대길","보전관리","제1종근린생활","8m미만","29.14","480.00","27,485","","-","-","202301","09","","2022","20230110","중개거래","경기 양평군"
"2252","경기도 양평군 옥천면 아신리","일반","3**","신대길","보전관리","제1종근린생활","8m미만","29.14","480.00","27,485","","-","-","202301","09","","2022","-","중개거래","경기 양평군"
"2253","경기도 부천시 원미구 상동","집합","5**","송내대로265번길","일반상업","업무","25m미만","21.62"," ","6,500","","-","-","202301","09","","","-","중개거래","경기 부천시 오정구"
"2254","경기도 양주시 덕정동","집합","2**","회정로","준주거","제2종근린생활","25m미만","31.04"," ","6,500","1","-","-","202301","09","","2001","-","중개거래","경기 양주시"
"2255","충청북도 보은군 삼승면 원남리","일반","1**","원남로4길","준주거","숙박","12m미만","251.77","231.00","20,000","","-","-","202301","09","","1993","-","직거래","-"
"2256","충청북도 옥천군 옥천읍 대천리","일반","4**","대천길","일반공업","제2종근린생활","12m미만","327.57","389.00","24,000","","-","-","202301","09","","1983","-","중개거래","대전 중구"
"2257","경기도 화성시 능동","집합","1***","동탄하나1길","일반상업","업무","25m미만","15.96"," ","2,900","6","-","-","202301","09","","2008","-","중개거래","경기 화성시"
"2258","경기도 김포시 풍무동","집합","9**","풍무로","일반상업","제2종근린생활","-","49.73"," ","101,688","1","-","-","202301","09","","2020","-","직거래","-"
"2259","경기도 김포시 풍무동","집합","9**","풍무로","일반상업","제2종근린생활","-","45.63"," ","100,448","1","-","-","202301","09","","2020","-","직거래","-"
"2260","경기도 파주시 하지석동","일반","3**","하지석길","일반주거","제2종근린생활","-","60.80","276.00","30,220","","-","-","202301","09","","2022","-","중개거래","경기 파주시"
"2261","충청북도 음성군 삼성면 덕정리","일반","7**","대성로","제1종일반주거","숙박","8m미만","1050.01","525.00","173,600","","-","-","202301","09","","1997","-","중개거래","서울 종로구"
"2262","경기도 하남시 망월동","집합","1***","미사대로","일반상업","기타","25m이상","47.50"," ","24,500","6","-","-","202301","09","","2019","-","직거래","-"
"2263","경기도 시흥시 신천동","집합","7**","호현로21번길","일반상업","제1종근린생활","12m미만","62.64"," ","15,200","1","-","-","202301","09","","2003","-","중개거래","경기 시흥시"
"2264","경기도 남양주시 평내동","집합","5**","평내로29번길","일반상업","제1종근린생활","25m이상","8.21"," ","870","","-","-","202301","09","","2005","-","직거래","-"
"2265","충청남도 논산시 가야곡면 등리","일반","4**","","생산관리","제1종근린생활","8m미만","79.31","234.00","4,400","","-","-","202301","09","","","-","직거래","-"
"2266","대전광역시 유성구 어은동","집합","9*","어은로","제3종일반주거","제2종근린생활","25m미만","17.55"," ","4,700","3","-","-","202301","09","","1993","-","직거래","-"
"2267","전라남도 순천시 별량면 대곡리","일반","6**","이미가삼밭길","자연녹지","제2종근린생활","8m미만","54.00","706.00","11,000","","-","-","202301","09","","2013","-","직거래","-"
"2268","대전광역시 서구 관저동","집합","1***","관저동로","준주거","제1종근린생활","25m이상","48.00"," ","67,500","1","-","-","202301","09","지분","2017","-","직거래","-"
"2269","대전광역시 서구 관저동","집합","1***","관저동로","준주거","제1종근린생활","25m이상","48.00"," ","67,500","1","-","-","202301","09","지분","2017","-","직거래","-"
"2270","대전광역시 서구 도마동","집합","1*","변동중로","제2종일반주거","제2종근린생활","25m미만","17.64"," ","3,000","1","-","-","202301","09","","1996","-","직거래","-"
"2271","대전광역시 중구 오류동","집합","1**","계백로1685번길","일반상업","제1종근린생활","25m이상","43.24"," ","14,000","1","-","-","202301","09","","2013","-","중개거래","대전 중구"
"2272","광주광역시 남구 주월동","집합","9**","대남대로","일반상업","제1종근린생활","25m이상","240.56"," ","96,000","4","-","-","202301","09","","2020","-","직거래","-"
"2273","광주광역시 남구 주월동","집합","9**","대남대로","일반상업","제1종근린생활","25m이상","72.74"," ","34,000","4","-","-","202301","09","","2020","-","직거래","-"
"2274","광주광역시 서구 금호동","집합","2**","화개1로","제3종일반주거","제1종근린생활","25m미만","38.54"," ","26,000","","-","-","202301","09","","2002","20230128","직거래","-"
"2275","광주광역시 서구 치평동","집합","1***","시청로","중심상업","업무","25m미만","146.52"," ","39,503","2","-","-","202301","09","","2016","-","직거래","-"
"2276","경상북도 성주군 초전면 대장리","일반","6**","대장1길","제1종일반주거","제2종근린생활","8m미만","146.00","319.00","13,200","","-","-","202301","09","","1994","-","직거래","-"
"2277","경상북도 칠곡군 동명면 학명리","일반","6**","경북대로","계획관리","제2종근린생활","8m미만","438.00","973.00","81,920","","-","-","202301","09","","2001","-","중개거래","대구 북구"
"2278","인천광역시 부평구 부평동","집합","2**","안남로63번길","준주거","제2종근린생활","8m미만","69.51"," ","14,000","","-","-","202301","09","","2006","-","중개거래","인천 부평구"
"2279","경상북도 봉화군 춘양면 서동리","일반","5**","","계획관리","판매","8m미만","165.00","733.00","5,500","","-","-","202301","09","","1995","-","직거래","-"
"2280","경상남도 사천시 용현면 송지리","집합","1***","진삼로","제3종일반주거","제1종근린생활","25m미만","25.62"," ","4,300","2","-","-","202301","09","","2010","-","중개거래","경남 사천시"
"2281","인천광역시 동구 송현동","집합","1**","방축로37번길","준공업","판매","25m이상","62.62"," ","5,400","","-","-","202301","09","","1997","-","중개거래","인천 동구"
"2282","경상남도 거제시 일운면 소동리","집합","1**","거제대로","자연녹지","숙박","25m미만","45.46"," ","600","4","-","-","202301","09","지분","2013","-","직거래","-"
"2283","대구광역시 수성구 중동","일반","4**","청수로","근린상업","제1종근린생활","8m미만","27.37","43.00","16,000","","-","-","202301","09","","1972","-","직거래","-"
"2284","경상남도 거제시 연초면 죽토리","일반","1***","거제북로","제2종일반주거","제2종근린생활","12m미만","455.10","464.00","109,000","","-","-","202301","09","","1999","-","중개거래","경남 거제시"
"2285","대구광역시 수성구 범어동","일반","1**","국채보상로186길","제1종일반주거","제1종근린생활","12m미만","473.44","207.90","155,000","","-","-","202301","09","","2022","-","중개거래","대구 달서구"
"2286","대구광역시 동구 각산동","집합","1***","이노밸리로26길","근린상업","제2종근린생활","25m미만","159.37"," ","23,000","4","-","-","202301","09","","2015","-","중개거래","대구 동구"
"2287","경상남도 양산시 동면 내송리","집합","8**","","일반상업","제1종근린생활","-","37.39"," ","40,000","1","-","-","202301","09","","2022","-","직거래","-"
"2288","경상남도 양산시 상북면 석계리","집합","7*","상북중앙로","제2종일반주거","제1종근린생활","12m미만","132.12"," ","11,300","2","-","-","202301","09","","2000","-","직거래","-"
"2289","경상남도 남해군 남면 덕월리","집합","2**","","계획관리","숙박","12m미만","70.76"," ","5,800","11","-","-","202301","09","지분","2007","-","직거래","-"
"2290","부산광역시 연제구 연산동","일반","1***","거제천로124번길","제3종일반주거","제2종근린생활","8m미만","139.88","158.70","101,000","","-","-","202301","09","","1974","-","중개거래","부산 연제구"
"2291","부산광역시 해운대구 중동","집합","1***","해운대해변로298번길","일반상업","숙박","25m미만","29.97"," ","14,750","17","-","-","202301","09","","2014","-","직거래","-"
"2292","제주특별자치도 제주시 조천읍 함덕리","집합","9**","","자연녹지","숙박","25m미만","60.59"," ","2,100","2","-","-","202301","09","지분","","-","직거래","-"
"2293","부산광역시 부산진구 개금동","집합","5*","백양관문로","제3종일반주거","제2종근린생활","25m이상","27.60"," ","22,000","","-","-","202301","09","","1988","-","중개거래","부산 부산진구"
"2294","강원특별자치도 강릉시 연곡면 삼산리","일반","6**","진고개로","계획관리","숙박","8m미만","198.88","478.00","48,397","","-","-","202301","09","","2018","-","직거래","-"
"2295","강원특별자치도 홍천군 서면 팔봉리","집합","1***","","계획관리","숙박","12m미만","61.28"," ","2,581","5","-","-","202301","09","지분","2010","-","직거래","-"
"2296","부산광역시 동구 범일동","일반","3**","범일로","일반상업","제1종근린생활","25m이상","113.52","13.80","6,000","","-","-","202301","09","지분","1985","-","직거래","-"
"2297","부산광역시 중구 부평동1가","일반","1*","중구로","일반상업","제1종근린생활","25m미만","1145.89","14.59","5,100","","-","-","202301","09","지분","1992","-","직거래","-"
"2298","서울특별시 강동구 천호동","집합","4**","","일반상업","판매","25m미만","10.47"," ","3,500","","-","-","202301","09","","1990","-","직거래","-"
"2299","서울특별시 강동구 고덕동","집합","6**","고덕로","제2종일반주거","제2종근린생활","25m이상","27.77"," ","33,000","","-","-","202301","09","","2019","-","중개거래","서울 영등포구"
"2300","서울특별시 서초구 반포동","집합","8**","신반포로","제3종일반주거","판매","12m미만","1475.38"," ","6,000","2","-","-","202301","09","지분","","-","직거래","-"
"2301","서울특별시 서초구 방배동","일반","9**","남부순환로309길","제1종일반주거","제2종근린생활","8m미만","297.40","165.50","240,000","","-","-","202301","09","","1985","-","중개거래","경기 시흥시"
"2302","서울특별시 동작구 신대방동","집합","7**","여의대방로","제3종일반주거","제1종근린생활","25m이상","6.72"," ","2,000","","-","-","202301","09","","1996","-","직거래","-"
"2303","서울특별시 동작구 신대방동","집합","7**","여의대방로","제3종일반주거","제1종근린생활","25m이상","6.72"," ","2,000","","-","-","202301","09","","1996","-","직거래","-"
"2304","서울특별시 동작구 신대방동","집합","3**","보라매로5길","일반상업","제2종근린생활","25m이상","18.90"," ","4,500","","-","-","202301","09","","1996","-","직거래","-"
"2305","서울특별시 영등포구 당산동1가","일반","2**","영등포로25길","준공업","제2종근린생활","12m미만","104.26","202.00","230,000","","-","-","202301","09","","1966","-","중개거래","서울 서대문구 서울 영등포구"
"2306","서울특별시 영등포구 여의도동","집합","6*","63로","일반상업","제1종근린생활","25m이상","23.00"," ","17,000","6","-","-","202301","09","","1991","-","중개거래","서울 영등포구"
"2307","서울특별시 금천구 시흥동","집합","9**","시흥대로","준공업","제2종근린생활","25m이상","22.86"," ","23,820","2","-","-","202301","09","","1987","-","중개거래","서울 금천구 서울 서초구"
"2308","강원특별자치도 양구군 국토정중앙면 구암리","일반","7*","봉화산로260번길","계획관리","제2종근린생활","8m미만","40.00","926.00","4,500","","-","-","202301","09","","2020","-","직거래","-"
"2309","충청북도 청주시 청원구 내덕동","일반","6**","향군로","제2종일반주거","제2종근린생활","25m이상","127.59","118.30","19,500","","-","-","202301","09","","1977","-","중개거래","충북 청주청원구"
"2310","서울특별시 구로구 고척동","집합","1**","중앙로","제3종일반주거","제2종근린생활","12m미만","49.55"," ","22,200","2","-","-","202301","09","","2018","-","직거래","-"
"2311","서울특별시 구로구 구로동","일반","6**","경인로58길","준공업","제2종근린생활","8m미만","174.05","149.00","293,000","","-","-","202301","09","","","20230425","중개거래","서울 구로구"
"2312","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","25m미만","27.88"," ","16,900","","-","-","202301","09","","2017","-","중개거래","경기 부천시"
"2313","전북특별자치도 정읍시 신태인읍 신태인리","일반","2**","","일반상업","제1종근린생활","12m미만","82.27","100.40","5,300","","-","-","202301","09","","1965","-","중개거래","전북 정읍시"
"2314","전북특별자치도 정읍시 신태인읍 신태인리","일반","2**","","일반상업","제1종근린생활","12m미만","82.27","100.40","4,800","","-","-","202301","09","","1965","20230214","중개거래","전북 정읍시"
"2315","서울특별시 양천구 신정동","집합","3**","신목로5길","제3종일반주거","제2종근린생활","25m이상","27.74"," ","7,000","","-","-","202301","09","","1992","-","직거래","-"
"2316","서울특별시 양천구 신정동","집합","3**","신목로5길","제3종일반주거","제2종근린생활","25m이상","27.74"," ","7,000","","-","-","202301","09","","1992","-","직거래","-"
"2317","전북특별자치도 임실군 운암면 운암리","일반","6**","운암2길","계획관리","제2종근린생활","12m미만","124.47","235.00","22,685","","-","-","202301","09","","2012","-","중개거래","전북 전주완산구"
"2318","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","교육연구","25m이상","110.40"," ","32,780","5","-","-","202301","09","지분","2008","-","직거래","-"
"2319","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","제2종근린생활","25m이상","110.40"," ","32,780","5","-","-","202301","09","지분","2008","-","직거래","-"
"2320","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","제2종근린생활","25m이상","89.01"," ","26,440","5","-","-","202301","09","지분","2008","-","직거래","-"
"2321","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","교육연구","25m이상","110.40"," ","32,800","5","-","-","202301","09","지분","2008","20230117","중개거래","서울 성북구"
"2322","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","제2종근린생활","25m이상","110.40"," ","32,800","5","-","-","202301","09","지분","2008","20230117","중개거래","서울 성북구"
"2323","서울특별시 성북구 장위동","집합","3**","월계로40길","제3종일반주거","제2종근린생활","25m이상","89.01"," ","26,400","5","-","-","202301","09","지분","2008","20230117","중개거래","서울 성북구"
"2324","서울특별시 광진구 구의동","집합","5**","광나루로56길","준주거","판매","25m이상","13.05"," ","1,200","","-","-","202301","09","","1998","-","중개거래","서울 광진구"
"2325","서울특별시 광진구 중곡동","집합","1**","용마산로8나길","제1종일반주거","제2종근린생활","8m미만","52.13"," ","16,500","","-","-","202301","09","","2012","-","중개거래","서울 광진구"
"2326","서울특별시 용산구 후암동","집합","6*","후암로30길","제2종일반주거","제1종근린생활","8m미만","23.01"," ","28,000","3","-","-","202301","09","","2008","-","중개거래","서울 마포구"
"2327","서울특별시 용산구 후암동","집합","6*","후암로30길","제2종일반주거","제1종근린생활","8m미만","23.01"," ","28,000","","-","-","202301","09","","2008","20230322","중개거래","서울 마포구"
"2328","충청북도 청주시 서원구 산남동","집합","5**","산남로62번길","일반상업","제2종근린생활","25m미만","135.24"," ","9,350","7","-","-","202301","09","","2008","20230113","직거래","-"
"2329","경기도 안양시 동안구 비산동","집합","1***","평촌대로","중심상업","업무","25m이상","44.10"," ","23,900","5","-","-","202301","09","","2005","-","중개거래","경기 안양동안구"
"2330","경기도 안양시 동안구 비산동","집합","1***","평촌대로","중심상업","업무","25m이상","44.10"," ","23,900","5","-","-","202301","09","","2005","-","중개거래","경기 안양동안구"
"2331","충청남도 천안시 동남구 성남면 용원리","집합","6**","종합휴양지로","계획관리","숙박","25m미만","43.59"," ","3,600","5","-","-","202301","09","지분","2021","-","직거래","-"
"2332","전북특별자치도 전주시 완산구 서신동","집합","7**","당산로","제3종일반주거","제2종근린생활","25m이상","26.73"," ","7,650","2","-","-","202301","09","","1996","-","중개거래","전북 전주완산구"
"2333","전북특별자치도 전주시 완산구 서신동","집합","7**","당산로","제3종일반주거","제2종근린생활","25m이상","26.73"," ","7,650","2","-","-","202301","09","","1996","-","중개거래","전북 전주완산구"
"2334","경기도 안양시 만안구 안양동","집합","4**","안양로","일반상업","제2종근린생활","25m이상","23.09"," ","25,000","","-","-","202301","09","","2020","-","직거래","-"
"2335","경상남도 창원시 마산합포구 진전면 오서리","일반","6**","남해안대로","자연녹지","제2종근린생활","25m미만","108.00","1530.00","87,300","","-","-","202301","09","","2010","-","직거래","-"
"2336","경기도 고양시 덕양구 행주외동","일반","5*","행주산성로","제1종일반주거","제2종근린생활","12m미만","201.44","331.00","155,450","","-","-","202301","09","","1995","-","직거래","-"
"2337","경기도 고양시 덕양구 도내동","집합","1***","도래울로","제2종일반주거","제2종근린생활","25m이상","73.96"," ","24,500","","-","-","202301","09","","2017","-","중개거래","경기 고양덕양구"
"2338","경기도 고양시 덕양구 원흥동","집합","6**","삼송로","일반상업","제2종근린생활","25m이상","105.40"," ","32,500","7","-","-","202301","09","","2016","-","중개거래","경기 고양덕양구"
"2339","경상남도 창원시 마산합포구 신포동2가","일반","1**","수산1길","일반상업","숙박","12m미만","2707.14","723.80","565,000","","-","-","202301","09","","2012","-","중개거래","부산 서구"
"2340","경기도 부천시 원미구 역곡동","집합","2**","부일로779번길","제2종일반주거","제1종근린생활","12m미만","17.76"," ","10,500","1","-","-","202301","09","","2011","-","중개거래","경기 부천시 오정구"
"2341","경기도 안산시 상록구 월피동","집합","4**","예술광장로","일반상업","판매","25m이상","13.50"," ","1,500","","-","-","202301","09","","1992","-","직거래","-"
"2342","경기도 성남시 분당구 서현동","집합","2**","서현로","중심상업","업무","25m이상","35.06"," ","13,700","","-","-","202301","09","","2004","-","중개거래","경기 성남분당구"
"2343","부산광역시 기장군 기장읍 시랑리","집합","7**","기장해안로","제3종일반주거","숙박","25m미만","211.68"," ","20,091","","-","-","202301","09","지분","","-","직거래","-"
"2344","부산광역시 기장군 기장읍 시랑리","집합","7**","기장해안로","제3종일반주거","숙박","25m미만","211.68"," ","21,000","","-","-","202301","09","지분","","-","직거래","-"
"2345","경기도 안산시 단원구 초지동","집합","7**","화정천서로","제3종일반주거","제2종근린생활","25m이상","13.65"," ","2,800","","-","-","202301","09","","2000","-","중개거래","경기 안산단원구"
"2346","부산광역시 기장군 기장읍 시랑리","집합","7**","기장해안로","제3종일반주거","숙박","25m미만","93.55"," ","6,800","","-","-","202301","09","지분","","-","직거래","-"
"2347","경상남도 창원시 마산합포구 해운동","집합","6*","해안대로","일반상업","제1종근린생활","25m이상","23.60"," ","12,600","1","-","-","202301","09","","1996","-","중개거래","경남 창원마산합포구"
"2348","대전광역시 유성구 원신흥동","집합","6**","원신흥로","제2종일반주거","제2종근린생활","-","33.75"," ","28,546","1","-","-","202301","08","","2022","-","직거래","-"
"2349","경기도 하남시 망월동","집합","1***","미사대로","일반상업","제2종근린생활","25m이상","47.50"," ","125,938","1","-","-","202301","08","","2019","-","직거래","-"
"2350","강원특별자치도 춘천시 남산면 강촌리","일반","2**","강촌로","일반상업","제2종근린생활","12m미만","2737.36","836.00","119,719","","-","-","202301","08","","2001","-","중개거래","서울 영등포구"
"2351","광주광역시 북구 운암동","집합","6*","북문대로","제3종일반주거","제1종근린생활","25m이상","39.59"," ","54,000","","-","-","202301","08","","2008","-","직거래","-"
"2352","경상북도 포항시 북구 대신동","일반","9**","월막길24번길","제2종일반주거","제1종근린생활","12m미만","99.68","96.00","23,000","","-","-","202301","08","","1991","-","중개거래","경북 포항북구"
"2353","대전광역시 유성구 원신흥동","집합","6**","원신흥로","제2종일반주거","제1종근린생활","-","78.00"," ","24,094","2","-","-","202301","08","","2022","-","직거래","-"
"2354","경상남도 창원시 마산합포구 완월동","일반","4*","자산솔밭로","제2종일반주거","제1종근린생활","25m미만","105.95","94.00","14,500","","-","-","202301","08","","1988","-","중개거래","경남 창원마산합포구"
"2355","인천광역시 서구 가좌동","일반","9*","원적로105번길","제2종일반주거","기타","12m미만","202.25","133.00","43,700","","-","-","202301","08","","1993","-","중개거래","인천 서구"
"2356","충청남도 천안시 동남구 대흥동","집합","2**","명동길","일반상업","제1종근린생활","8m미만","11.47"," ","11,000","2","-","-","202301","07","","2009","-","직거래","-"
"2357","부산광역시 중구 중앙동3가","일반","1*","대청로141번길","일반상업","제2종근린생활","8m미만","27.88","14.50","14,000","","-","-","202301","07","","1983","-","중개거래","부산 중구"
"2358","서울특별시 강동구 천호동","집합","1**","진황도로31길","일반상업","제2종근린생활","25m미만","56.04"," ","10,600","","-","-","202301","07","","2004","-","중개거래","서울 강동구"
"2359","경기도 고양시 일산동구 풍동","집합","1***","숲속마을로","준주거","제1종근린생활","12m미만","145.46"," ","24,800","6","-","-","202301","07","","2006","-","중개거래","경기 고양일산동구"
"2360","경기도 고양시 일산서구 일산동","집합","9**","고양대로","제2종일반주거","제1종근린생활","25m이상","66.70"," ","21,966","","-","-","202301","07","","2020","-","직거래","-"
"2361","충청남도 공주시 중동","일반","8*","중동1길","제2종일반주거","제2종근린생활","8m미만","39.46","131.90","11,750","","-","-","202301","07","","1985","-","중개거래","충남 공주시"
"2362","경기도 고양시 일산서구 일산동","집합","1***","킨텍스로","제2종일반주거","제2종근린생활","25m이상","21.60"," ","28,200","","-","-","202301","07","","1995","-","중개거래","경기 고양일산서구"
"2363","경기도 안성시 석정동","집합","2*","중앙로","일반상업","기타","25m미만","57.12"," ","4,982","","-","-","202301","07","","2003","-","중개거래","경기 안성시"
"2364","경기도 용인시 수지구 상현동","집합","2**","만현로","제3종일반주거","교육연구","25m미만","56.88"," ","20,500","","-","-","202301","07","","2004","-","중개거래","경기 용인수지구"
"2365","경기도 부천시 원미구 상동","집합","5**","소향로37번길","일반상업","업무","25m미만","31.98"," ","6,850","4","-","-","202301","07","","2003","-","중개거래","경기 부천시"
"2366","경기도 화성시 능동","집합","1***","동탄지성로","근린상업","제1종근린생활","25m이상","37.53"," ","38,000","1","-","-","202301","07","","2009","-","중개거래","경기 수원영통구"
"2367","대구광역시 수성구 시지동","집합","4**","노변공원로","제3종일반주거","제2종근린생활","25m미만","31.50"," ","29,000","","-","-","202301","07","","1996","-","중개거래","대구 수성구"
"2368","경상남도 진주시 신안동","집합","4**","신안들말길","제3종일반주거","제2종근린생활","25m미만","18.90"," ","13,500","1","-","-","202301","07","","","-","중개거래","경남 진주시"
"2369","경기도 파주시 파평면 금파리","일반","2**","장마루로","생산관리","제1종근린생활","8m미만","120.00","1007.00","29,893","","-","-","202301","07","","2017","-","중개거래","경기 고양일산동구"
"2370","경기도 고양시 일산서구 일산동","집합","9**","고양대로","제2종일반주거","제2종근린생활","25m이상","68.80"," ","17,782","3","-","-","202301","07","","2020","-","직거래","-"
"2371","경기도 부천시 원미구 상동","집합","5**","소향로37번길","일반상업","업무","25m미만","24.57"," ","5,850","4","-","-","202301","07","","2003","-","중개거래","경기 부천시 오정구"
"2372","경기도 안성시 석정동","집합","2*","중앙로","일반상업","기타","25m미만","86.36"," ","7,318","5","-","-","202301","07","","2003","-","중개거래","경기 안성시"
"2373","경기도 김포시 장기동","집합","1***","김포한강1로78번길","제1종일반주거","제2종근린생활","12m미만","26.25"," ","21,150","1","-","-","202301","07","","2008","-","중개거래","경기 김포시"
"2374","인천광역시 중구 중산동","집합","1***","자연대로","중심상업","숙박","25m이상","24.72"," ","8,100","11","-","-","202301","07","","2019","-","중개거래","인천 중구"
"2375","서울특별시 서대문구 창천동","집합","2*","신촌로","일반상업","업무","25m이상","32.41"," ","12,800","6","-","-","202301","07","","2000","-","중개거래","서울 서대문구"
"2376","충청북도 충주시 연수동","집합","7**","연수로","제2종일반주거","제1종근린생활","25m미만","19.50"," ","3,130","","-","-","202301","07","","1991","-","직거래","-"
"2377","경상남도 창원시 성산구 용호동","집합","7*","용지로","일반상업","교육연구","25m이상","95.52"," ","10,992","6","-","-","202301","07","","1995","-","중개거래","경남 창원의창구"
"2378","제주특별자치도 제주시 한림읍 협재리","집합","2***","금능남로","자연녹지","숙박","25m이상","109.96"," ","62,000","4","-","-","202301","07","","2011","-","중개거래","제주 제주시"
"2379","경상남도 창원시 성산구 용호동","집합","7*","용지로","일반상업","교육연구","25m이상","54.02"," ","6,641","6","-","-","202301","07","","1995","-","중개거래","경남 창원의창구"
"2380","경상남도 창원시 성산구 용호동","집합","7*","용지로","일반상업","제1종근린생활","25m이상","85.20"," ","10,935","6","-","-","202301","07","","1995","-","중개거래","경남 창원의창구"
"2381","광주광역시 서구 쌍촌동","일반","9**","상무대로876번길","제1종일반주거","제2종근린생활","8m미만","338.61","153.40","54,000","","-","-","202301","07","","1991","-","중개거래","광주 서구"
"2382","경기도 부천시 원미구 소사동","집합","1*","소사로311번길","제2종일반주거","제2종근린생활","12m미만","57.79"," ","18,000","2","-","-","202301","07","","2015","-","중개거래","인천 부평구"
"2383","경기도 시흥시 신천동","집합","8**","신흥마을1길","제1종일반주거","제1종근린생활","12m미만","225.25"," ","149,238","","-","-","202301","07","","","-","중개거래","경기 시흥시"
